,date,mag,st,loss,inj,fat,len,MD,Fatalities
14361,1973-04-20,1.0,IA,4.0,0,0,2.0,LD,no
14363,1973-04-20,1.0,MO,5.0,0,0,13.0,LD,no
14364,1973-04-20,2.0,MO,4.0,0,0,5.7,LD,no
14365,1973-04-20,1.0,MO,3.0,0,0,0.1,LD,no
14366,1973-04-20,3.0,MO,4.0,0,0,1.0,LD,no
14367,1973-04-20,3.0,MO,3.0,0,0,5.0,LD,no
14370,1973-04-20,2.0,MO,4.0,0,0,5.0,LD,no
14371,1973-04-20,1.0,MO,4.0,0,0,9.8,LD,no
14372,1973-04-20,3.0,MO,5.0,4,0,19.4,LD,no
14373,1973-04-20,4.0,MO,4.0,3,1,3.8,LD,no
14374,1973-04-20,2.0,MO,5.0,0,0,2.0,LD,no
14375,1973-04-20,3.0,MO,5.0,0,0,10.1,LD,no
14376,1973-04-20,2.0,MO,4.0,0,0,2.3,LD,no
14377,1973-04-20,3.0,MO,5.0,0,0,9.5,LD,no
14378,1973-04-20,2.0,MO,6.0,8,0,2.0,LD,no
14379,1973-04-20,3.0,MO,6.0,6,0,7.8,LD,no
14380,1973-04-21,4.0,MO,5.0,1,0,14.6,LD,no
14381,1973-04-21,2.0,IA,0.0,6,0,13.2,LD,no
14382,1973-04-21,2.0,IL,6.0,2,0,30.2,LD,no
14383,1973-04-21,1.0,IA,4.0,0,0,4.1,LD,no
14384,1973-04-21,1.0,OK,4.0,0,0,0.1,LD,no
14385,1973-04-21,1.0,OK,0.0,0,0,5.1,LD,no
14386,1973-04-21,2.0,IL,4.0,0,0,0.2,LD,no
14387,1973-04-21,1.0,IL,4.0,0,0,0.2,LD,no
14388,1973-04-21,1.0,IA,4.0,0,0,1.0,LD,no
14389,1973-04-21,2.0,MO,4.0,2,0,5.0,LD,no
14390,1973-04-21,1.0,IL,5.0,0,0,11.6,LD,no
14391,1973-04-21,1.0,IL,5.0,0,0,8.6,LD,no
14392,1973-04-22,2.0,TX,3.0,0,0,0.3,LD,no
14393,1973-04-22,2.0,TX,2.0,0,0,0.2,LD,no
14394,1973-04-22,2.0,TX,2.0,0,0,0.2,LD,no
14395,1973-04-22,2.0,TX,2.0,0,0,0.2,LD,no
14396,1973-04-22,1.0,AR,2.0,0,0,0.1,LD,no
14397,1973-04-22,1.0,AR,2.0,0,0,0.1,LD,no
14398,1973-04-23,1.0,TX,0.0,0,0,1.0,LD,no
14399,1973-04-23,3.0,TX,0.0,3,0,2.5,LD,no
14400,1973-04-23,1.0,TX,3.0,0,0,3.0,LD,no
14401,1973-04-23,1.0,TX,3.0,0,0,3.0,LD,no
14402,1973-04-23,2.0,TX,5.0,0,0,0.3,LD,no
14403,1973-04-24,2.0,AR,5.0,3,0,0.1,LD,no
14404,1973-04-24,2.0,TX,6.0,8,0,2.0,LD,no
14405,1973-04-24,2.0,AR,5.0,1,0,0.1,LD,no
14406,1973-04-24,2.0,AR,3.0,0,0,0.5,LD,no
14407,1973-04-24,1.0,AR,4.0,2,0,0.1,LD,no
14408,1973-04-24,2.0,AR,4.0,0,0,0.1,LD,no
14409,1973-04-24,2.0,MS,6.0,42,0,0.1,LD,no
14410,1973-04-24,1.0,AR,1.0,0,0,0.1,LD,no
14411,1973-04-24,1.0,AR,2.0,0,0,0.1,LD,no
14413,1973-04-24,1.0,TX,3.0,0,0,0.3,LD,no
14414,1973-04-24,1.0,AL,5.0,0,0,4.7,LD,no
14415,1973-04-24,1.0,TX,0.0,0,0,0.3,LD,no
14416,1973-04-24,2.0,MS,5.0,0,0,1.5,LD,no
14417,1973-04-24,2.0,MS,5.0,0,0,1.0,LD,no
14418,1973-04-25,1.0,TN,4.0,0,0,0.1,LD,no
14419,1973-04-25,1.0,FL,4.0,0,0,0.2,LD,no
14420,1973-04-25,1.0,GA,4.0,0,0,0.1,LD,no
14421,1973-04-25,1.0,FL,5.0,0,0,12.1,LD,no
14422,1973-04-26,2.0,TX,0.0,0,0,5.2,LD,no
14423,1973-04-26,3.0,LA,4.0,0,0,0.3,LD,no
14424,1973-04-26,2.0,MO,4.0,2,0,2.0,LD,no
14425,1973-04-26,1.0,FL,6.0,6,0,0.5,LD,no
14426,1973-04-26,2.0,GA,5.0,0,0,0.1,LD,no
14427,1973-04-26,1.0,GA,4.0,0,0,0.1,LD,no
14430,1973-04-26,1.0,NC,4.0,0,0,1.5,LD,no
14431,1973-04-27,2.0,NC,4.0,1,1,0.5,LD,no
14432,1973-04-28,1.0,TX,0.0,0,0,0.3,LD,no
14434,1973-04-30,2.0,TX,5.0,3,0,0.5,LD,no
14435,1973-04-30,2.0,OK,5.0,6,0,13.4,LD,no
14436,1973-04-30,1.0,OK,3.0,0,0,1.0,LD,no
14437,1973-04-30,2.0,KS,3.0,0,0,0.2,LD,no
14438,1973-04-30,2.0,OK,4.0,0,0,0.4,LD,no
14440,1973-04-30,1.0,KS,4.0,0,0,8.2,LD,no
14441,1973-05-01,1.0,KS,4.0,0,0,3.6,LD,no
14443,1973-05-01,2.0,MO,3.0,0,0,0.5,LD,no
14444,1973-05-01,1.0,OK,4.0,0,0,0.1,LD,no
14445,1973-05-01,1.0,TX,4.0,0,0,0.3,LD,no
14446,1973-05-01,1.0,MO,2.0,0,0,0.5,LD,no
14447,1973-05-01,2.0,AR,5.0,4,0,3.8,LD,no
14448,1973-05-01,1.0,MO,3.0,0,0,1.0,LD,no
14449,1973-05-01,1.0,MO,2.0,0,0,1.0,LD,no
14450,1973-05-01,3.0,MO,6.0,20,2,3.6,LD,no
14451,1973-05-02,1.0,ID,3.0,0,0,0.1,LD,no
14453,1973-05-06,1.0,CO,0.0,0,0,0.5,LD,no
14454,1973-05-06,2.0,OK,5.0,0,0,9.1,LD,no
14455,1973-05-06,1.0,CO,0.0,0,0,0.3,LD,no
14456,1973-05-06,2.0,CO,4.0,5,0,1.0,LD,no
14457,1973-05-06,2.0,TX,4.0,0,0,1.0,LD,no
14460,1973-05-06,2.0,TX,4.0,3,0,1.0,LD,no
14463,1973-05-06,1.0,OK,4.0,0,0,1.0,LD,no
14464,1973-05-06,2.0,TX,5.0,0,0,12.0,LD,no
14465,1973-05-06,5.0,TX,0.0,0,0,10.6,MD,no
14466,1973-05-06,2.0,TX,4.0,0,0,0.1,LD,no
14467,1973-05-06,2.0,TX,5.0,0,0,2.5,LD,no
14468,1973-05-06,2.0,TX,5.0,3,0,0.5,LD,no
14469,1973-05-07,2.0,AR,5.0,0,0,2.7,LD,no
14470,1973-05-07,2.0,LA,4.0,2,0,0.5,LD,no
14471,1973-05-07,2.0,MO,4.0,0,0,0.5,LD,no
14472,1973-05-07,1.0,AL,4.0,0,0,1.0,LD,no
14473,1973-05-07,1.0,MO,4.0,0,0,5.0,LD,no
14474,1973-05-07,2.0,AR,4.0,0,0,2.0,LD,no
14475,1973-05-07,2.0,MO,4.0,1,0,7.4,LD,no
14476,1973-05-07,2.0,MO,5.0,0,0,14.6,LD,no
14478,1973-05-07,1.0,MO,3.0,0,0,1.0,LD,no
14479,1973-05-07,3.0,MO,5.0,7,0,36.0,LD,no
14480,1973-05-07,2.0,MO,4.0,0,0,0.5,LD,no
14481,1973-05-07,1.0,MO,3.0,0,0,1.0,LD,no
14483,1973-05-07,2.0,IL,0.0,0,0,0.1,LD,no
14484,1973-05-07,1.0,IL,4.0,0,0,2.3,LD,no
14485,1973-05-07,1.0,IL,0.0,3,0,0.1,LD,no
14486,1973-05-07,1.0,IL,0.0,1,0,0.1,LD,no
14487,1973-05-07,2.0,AR,4.0,2,0,4.7,LD,no
14489,1973-05-07,1.0,IL,4.0,0,0,0.1,LD,no
14491,1973-05-07,2.0,MO,2.0,0,0,0.3,LD,no
14492,1973-05-07,1.0,IN,5.0,0,0,2.5,LD,no
14493,1973-05-08,2.0,AL,5.0,0,0,2.0,LD,no
14494,1973-05-08,2.0,AL,6.0,12,2,29.1,LD,no
14495,1973-05-08,1.0,MS,5.0,0,0,0.5,LD,no
14496,1973-05-08,1.0,AL,5.0,2,0,0.1,LD,no
14497,1973-05-08,2.0,OH,5.0,0,0,17.3,LD,no
14499,1973-05-08,1.0,IL,0.0,0,0,0.1,LD,no
14501,1973-05-09,1.0,MN,5.0,11,1,0.2,LD,no
14502,1973-05-09,1.0,WI,3.0,0,0,2.3,LD,no
14503,1973-05-10,1.0,KY,3.0,0,0,0.1,LD,no
14504,1973-05-10,2.0,KY,4.0,5,0,2.7,LD,no
14505,1973-05-10,1.0,TN,3.0,0,0,0.1,LD,no
14506,1973-05-10,1.0,IN,4.0,0,0,1.0,LD,no
14507,1973-05-10,1.0,IN,4.0,0,0,0.1,LD,no
14508,1973-05-10,1.0,IN,5.0,0,0,1.0,LD,no
14509,1973-05-10,1.0,TN,4.0,0,0,0.1,LD,no
14510,1973-05-10,1.0,PA,5.0,0,0,1.6,LD,no
14511,1973-05-10,3.0,OH,6.0,100,6,50.1,LD,no
14512,1973-05-10,2.0,OH,4.0,14,0,58.2,LD,no
14513,1973-05-10,2.0,OH,5.0,8,0,40.4,LD,no
14514,1973-05-10,3.0,OH,0.0,0,0,0.0,LD,no
14515,1973-05-10,3.0,OH,3.0,8,0,89.6,LD,no
14516,1973-05-10,2.0,OH,5.0,1,0,6.2,LD,no
14517,1973-05-10,1.0,PA,4.0,3,0,2.0,LD,no
14518,1973-05-10,1.0,TN,3.0,0,0,0.1,LD,no
14519,1973-05-11,2.0,KS,5.0,0,0,0.1,LD,no
14520,1973-05-11,1.0,TN,0.0,0,0,0.1,LD,no
14521,1973-05-11,1.0,TN,4.0,0,0,0.5,LD,no
14522,1973-05-11,1.0,MS,4.0,2,0,0.1,LD,no
14523,1973-05-11,2.0,NH,0.0,0,0,0.5,LD,no
14524,1973-05-11,1.0,NC,5.0,0,0,0.1,LD,no
14525,1973-05-11,1.0,GA,2.0,0,0,0.1,LD,no
14526,1973-05-11,1.0,TX,4.0,0,0,2.0,LD,no
14527,1973-05-11,1.0,TX,3.0,0,0,2.0,LD,no
14528,1973-05-11,2.0,TX,5.0,0,0,8.4,LD,no
14529,1973-05-11,1.0,SC,3.0,0,0,0.2,LD,no
14530,1973-05-12,2.0,TX,5.0,0,0,1.0,LD,no
14531,1973-05-14,1.0,TX,0.0,0,0,2.3,LD,no
14533,1973-05-17,1.0,NC,4.0,0,0,0.1,LD,no
14534,1973-05-18,1.0,OK,0.0,0,0,8.7,LD,no
14535,1973-05-19,1.0,TN,0.0,0,0,0.1,LD,no
14536,1973-05-19,1.0,IN,5.0,0,0,18.4,LD,no
14537,1973-05-19,1.0,TN,4.0,0,0,3.6,LD,no
14538,1973-05-19,2.0,AL,5.0,10,0,2.0,LD,no
14539,1973-05-19,2.0,AL,6.0,9,0,23.5,LD,no
14540,1973-05-19,1.0,OH,4.0,0,0,1.0,LD,no
14541,1973-05-19,4.0,AL,6.0,19,0,5.4,LD,no
14542,1973-05-20,2.0,NC,5.0,2,0,2.7,LD,no
14545,1973-05-21,1.0,MO,3.0,0,0,0.5,LD,no
14547,1973-05-22,1.0,TN,3.0,0,0,0.3,LD,no
14548,1973-05-22,1.0,TX,0.0,0,0,0.3,LD,no
14549,1973-05-22,1.0,TX,0.0,0,0,1.0,LD,no
14550,1973-05-22,1.0,TN,0.0,0,0,0.1,LD,no
14551,1973-05-22,1.0,OK,5.0,0,0,3.6,LD,no
14552,1973-05-22,2.0,TX,3.0,0,0,2.0,LD,no
14553,1973-05-23,1.0,OK,3.0,0,0,5.9,LD,no
14554,1973-05-23,1.0,NC,5.0,0,0,1.0,LD,no
14555,1973-05-23,1.0,TN,4.0,0,0,1.0,LD,no
14556,1973-05-23,1.0,MS,3.0,0,0,0.1,LD,no
14557,1973-05-23,2.0,TX,4.0,0,0,3.3,LD,no
14558,1973-05-23,1.0,MS,3.0,0,0,0.1,LD,no
14559,1973-05-23,1.0,SD,3.0,0,0,6.0,LD,no
14560,1973-05-23,1.0,NC,4.0,2,0,0.1,LD,no
14561,1973-05-23,1.0,AL,4.0,4,0,1.0,LD,no
14562,1973-05-23,2.0,TN,5.0,0,0,9.5,LD,no
14563,1973-05-24,1.0,NC,5.0,0,0,0.1,LD,no
14564,1973-05-24,2.0,SC,5.0,2,0,2.0,LD,no
14565,1973-05-24,1.0,SC,3.0,0,0,0.5,LD,no
14567,1973-05-24,1.0,MS,3.0,0,0,0.1,LD,no
14569,1973-05-24,4.0,OK,6.0,4,2,13.3,LD,no
14570,1973-05-24,1.0,SC,4.0,0,0,27.8,LD,no
14571,1973-05-24,2.0,TX,4.0,0,0,2.5,LD,no
14572,1973-05-24,1.0,NC,4.0,0,0,0.1,LD,no
14574,1973-05-25,1.0,AL,4.0,0,0,0.1,LD,no
14575,1973-05-25,1.0,AL,4.0,0,0,1.0,LD,no
14576,1973-05-25,1.0,OH,3.0,0,0,0.1,LD,no
14577,1973-05-25,1.0,OH,3.0,0,0,0.1,LD,no
14579,1973-05-25,1.0,MI,4.0,0,0,0.3,LD,no
14580,1973-05-25,1.0,OH,2.0,0,0,0.1,LD,no
14581,1973-05-25,2.0,OH,5.0,0,0,0.1,LD,no
14582,1973-05-25,1.0,KY,4.0,2,0,0.1,LD,no
14583,1973-05-25,2.0,MI,2.0,0,0,0.1,LD,no
14584,1973-05-26,2.0,TX,5.0,4,0,14.7,LD,no
14585,1973-05-26,2.0,TX,5.0,3,0,6.2,LD,no
14586,1973-05-26,2.0,MS,4.0,4,0,0.1,LD,no
14587,1973-05-26,2.0,FL,4.0,4,1,105.4,LD,no
14589,1973-05-26,1.0,FL,5.0,7,0,0.5,LD,no
14590,1973-05-26,1.0,KS,0.0,0,3,3.8,LD,no
14591,1973-05-26,1.0,KS,3.0,0,0,1.0,LD,no
14592,1973-05-26,3.0,OK,3.0,3,0,0.3,LD,no
14593,1973-05-26,2.0,OK,3.0,0,0,2.0,LD,no
14595,1973-05-26,3.0,KS,5.0,1,0,4.3,LD,no
14596,1973-05-26,1.0,OK,4.0,0,0,10.5,LD,no
14597,1973-05-26,4.0,OK,5.0,25,5,3.6,LD,no
14599,1973-05-26,1.0,MO,4.0,0,0,5.0,LD,no
14600,1973-05-26,3.0,OK,5.0,6,0,18.7,LD,no
14601,1973-05-26,2.0,AR,5.0,0,0,5.6,LD,no
14603,1973-05-26,1.0,MO,3.0,0,0,2.0,LD,no
14604,1973-05-26,2.0,MO,5.0,1,0,3.0,LD,no
14605,1973-05-26,2.0,OK,5.0,0,0,5.7,LD,no
14606,1973-05-26,1.0,MO,0.0,0,0,1.0,LD,no
14607,1973-05-26,1.0,OK,4.0,0,0,15.5,LD,no
14608,1973-05-26,2.0,OK,4.0,0,0,1.5,LD,no
14609,1973-05-26,2.0,AR,5.0,2,0,2.0,LD,no
14610,1973-05-26,1.0,AR,5.0,23,0,1.0,LD,no
14611,1973-05-26,2.0,MO,5.0,0,0,1.0,LD,no
14612,1973-05-26,4.0,AR,4.0,289,3,54.8,LD,yes
14614,1973-05-26,1.0,MO,0.0,0,0,3.0,LD,no
14615,1973-05-26,2.0,MO,0.0,0,0,3.0,LD,no
14616,1973-05-27,1.0,MO,5.0,0,0,0.5,LD,no
14617,1973-05-27,2.0,TN,4.0,0,0,2.0,LD,no
14618,1973-05-27,1.0,TN,3.0,0,0,0.1,LD,no
14619,1973-05-27,1.0,MS,4.0,0,0,5.4,LD,no
14620,1973-05-27,1.0,MS,4.0,0,0,2.0,LD,no
14621,1973-05-27,2.0,TN,5.0,0,0,0.1,LD,no
14622,1973-05-27,1.0,MS,3.0,0,0,0.1,LD,no
14623,1973-05-27,3.0,MS,6.0,35,1,15.0,LD,no
14624,1973-05-27,2.0,AL,5.0,3,0,31.5,LD,no
14625,1973-05-27,1.0,MS,4.0,0,0,0.5,LD,no
14626,1973-05-27,2.0,AL,5.0,4,0,4.3,LD,no
14627,1973-05-27,2.0,IN,0.0,0,0,0.0,LD,no
14628,1973-05-27,2.0,IN,5.0,0,0,77.9,LD,no
14629,1973-05-27,2.0,AL,5.0,3,0,1.0,LD,no
14630,1973-05-27,2.0,MS,4.0,1,0,3.0,LD,no
14631,1973-05-27,2.0,MS,4.0,1,0,0.1,LD,no
14632,1973-05-27,2.0,MS,4.0,1,0,0.1,LD,no
14633,1973-05-27,2.0,MS,5.0,3,0,0.1,LD,no
14634,1973-05-27,2.0,AL,5.0,0,0,8.4,LD,no
14635,1973-05-27,2.0,IN,5.0,0,0,30.0,LD,no
14636,1973-05-27,2.0,IN,5.0,0,0,34.3,LD,no
14637,1973-05-27,3.0,SC,6.0,40,0,60.2,LD,no
14638,1973-05-27,3.0,SC,6.0,37,0,47.0,LD,no
14639,1973-05-27,4.0,AL,0.0,0,0,0.0,LD,no
14640,1973-05-27,4.0,AL,7.0,199,7,139.1,LD,yes
14641,1973-05-27,1.0,NC,5.0,1,0,0.1,LD,no
14642,1973-05-27,1.0,GA,4.0,0,0,0.1,LD,no
14643,1973-05-27,2.0,MS,5.0,0,0,0.1,LD,no
14644,1973-05-27,3.0,AL,7.0,44,1,41.6,LD,no
14645,1973-05-27,1.0,NC,5.0,0,0,31.3,LD,no
14646,1973-05-27,1.0,GA,3.0,0,0,0.1,LD,no
14647,1973-05-27,3.0,NC,5.0,3,0,13.2,LD,no
14650,1973-05-27,2.0,SC,5.0,1,0,22.5,LD,no
14651,1973-05-27,2.0,SC,5.0,7,0,11.8,LD,no
14652,1973-05-27,1.0,NC,4.0,0,0,10.4,LD,no
14653,1973-05-27,2.0,GA,6.0,0,0,0.8,LD,no
14656,1973-05-27,2.0,SC,4.0,0,0,23.6,LD,no
14657,1973-05-27,2.0,SC,4.0,0,0,1.0,LD,no
14658,1973-05-27,1.0,MI,3.0,0,0,0.2,LD,no
14659,1973-05-27,1.0,NC,5.0,3,0,32.3,LD,no
14660,1973-05-27,3.0,GA,5.0,0,0,0.5,LD,no
14662,1973-05-28,1.0,GA,5.0,0,0,1.0,LD,no
14663,1973-05-28,2.0,NC,5.0,0,0,9.6,LD,no
14665,1973-05-28,1.0,IN,3.0,0,0,0.1,LD,no
14666,1973-05-28,1.0,IN,3.0,0,0,0.1,LD,no
14667,1973-05-28,1.0,IN,4.0,0,0,2.0,LD,no
14669,1973-05-28,3.0,GA,7.0,65,1,18.7,LD,no
14670,1973-05-28,1.0,NC,4.0,2,0,6.4,LD,no
14671,1973-05-28,1.0,SC,3.0,0,0,0.5,LD,no
14672,1973-05-28,2.0,SC,4.0,0,0,2.0,LD,no
14673,1973-05-28,1.0,NC,5.0,1,0,0.1,LD,no
14674,1973-05-28,1.0,NC,5.0,0,0,4.0,LD,no
14675,1973-05-28,1.0,PA,4.0,0,0,1.9,LD,no
14676,1973-05-28,3.0,NJ,5.0,0,0,0.4,LD,no
14679,1973-05-28,1.0,NC,4.0,0,0,24.1,LD,no
14680,1973-05-28,3.0,NJ,5.0,12,0,0.4,LD,no
14681,1973-05-28,1.0,NC,5.0,1,0,0.1,LD,no
14683,1973-05-28,1.0,VA,3.0,0,0,0.1,LD,no
14686,1973-05-29,1.0,NC,4.0,0,0,0.1,LD,no
14687,1973-05-29,1.0,NC,4.0,0,0,17.9,LD,no
14688,1973-05-29,1.0,GA,3.0,0,0,0.1,LD,no
14689,1973-05-29,1.0,SC,4.0,0,0,6.8,LD,no
14694,1973-05-30,2.0,OH,6.0,1,0,2.0,LD,no
14697,1973-06-01,1.0,MI,5.0,0,0,12.8,LD,no
14698,1973-06-02,2.0,OK,5.0,2,0,3.6,LD,no
14699,1973-06-02,1.0,SD,3.0,0,0,0.9,LD,no
14700,1973-06-02,1.0,IL,0.0,0,0,0.1,LD,no
14701,1973-06-02,1.0,WI,4.0,0,0,1.0,LD,no
14702,1973-06-02,1.0,MO,0.0,0,0,0.1,LD,no
14703,1973-06-02,1.0,IL,0.0,0,0,0.1,LD,no
14704,1973-06-02,1.0,OK,1.0,0,0,0.5,LD,no
14705,1973-06-02,1.0,IL,0.0,0,0,0.1,LD,no
14708,1973-06-02,2.0,IL,5.0,0,0,0.1,LD,no
14709,1973-06-02,1.0,AR,4.0,0,0,0.2,LD,no
14711,1973-06-02,1.0,KY,4.0,0,0,0.5,LD,no
14712,1973-06-02,1.0,IL,4.0,0,0,3.0,LD,no
14713,1973-06-02,1.0,OK,4.0,0,0,0.5,LD,no
14714,1973-06-02,1.0,NE,2.0,0,0,0.1,LD,no
14716,1973-06-02,1.0,MO,4.0,0,0,1.0,LD,no
14721,1973-06-03,1.0,OK,2.0,0,0,0.1,LD,no
14722,1973-06-03,1.0,IN,5.0,0,0,0.3,LD,no
14723,1973-06-03,3.0,OH,4.0,1,0,12.9,LD,no
14724,1973-06-03,2.0,TX,5.0,0,0,6.8,LD,no
14725,1973-06-03,2.0,MO,4.0,0,0,0.1,LD,no
14726,1973-06-03,1.0,WI,5.0,0,0,4.5,LD,no
14727,1973-06-03,1.0,IN,4.0,0,0,0.1,LD,no
14728,1973-06-03,1.0,OH,2.0,0,0,0.5,LD,no
14729,1973-06-03,1.0,TX,5.0,0,0,0.1,LD,no
14730,1973-06-03,1.0,IN,4.0,1,0,1.0,LD,no
14731,1973-06-03,1.0,IN,4.0,0,0,0.1,LD,no
14732,1973-06-03,3.0,TX,0.0,3,0,0.1,LD,no
14733,1973-06-03,2.0,TX,4.0,0,0,0.1,LD,no
14734,1973-06-03,2.0,TX,4.0,0,0,0.1,LD,no
14735,1973-06-04,1.0,OK,4.0,0,0,5.9,LD,no
14736,1973-06-04,2.0,TX,5.0,0,0,26.4,LD,no
14738,1973-06-04,2.0,IL,0.0,0,0,0.1,LD,no
14740,1973-06-04,1.0,IA,3.0,0,0,1.0,LD,no
14741,1973-06-04,2.0,IA,5.0,0,0,1.3,LD,no
14742,1973-06-04,1.0,IN,4.0,0,0,17.6,LD,no
14743,1973-06-04,2.0,IA,5.0,0,0,1.0,LD,no
14744,1973-06-04,1.0,IL,0.0,0,0,0.2,LD,no
14745,1973-06-04,2.0,KS,5.0,0,0,5.9,LD,no
14746,1973-06-04,2.0,OK,4.0,0,0,12.4,LD,no
14747,1973-06-04,1.0,OK,3.0,0,0,2.0,LD,no
14748,1973-06-04,2.0,IL,0.0,0,0,0.1,LD,no
14749,1973-06-04,2.0,OK,4.0,0,0,1.5,LD,no
14750,1973-06-04,2.0,KS,4.0,0,0,2.0,LD,no
14751,1973-06-04,1.0,MO,4.0,0,0,0.5,LD,no
14752,1973-06-04,1.0,OK,3.0,0,0,1.5,LD,no
14754,1973-06-04,1.0,MO,0.0,0,0,0.1,LD,no
14756,1973-06-04,1.0,MO,0.0,0,0,0.1,LD,no
14757,1973-06-04,1.0,IN,3.0,0,0,0.1,LD,no
14758,1973-06-04,1.0,OK,3.0,0,0,0.2,LD,no
14759,1973-06-04,2.0,MO,5.0,1,0,0.3,LD,no
14760,1973-06-04,1.0,OK,4.0,1,0,0.5,LD,no
14762,1973-06-05,1.0,GA,4.0,0,0,0.3,LD,no
14763,1973-06-05,1.0,TX,0.0,0,0,1.9,LD,no
14765,1973-06-08,1.0,WI,4.0,0,0,2.0,LD,no
14766,1973-06-11,1.0,TX,0.0,0,0,0.1,LD,no
14768,1973-06-11,1.0,VT,5.0,0,0,0.1,LD,no
14769,1973-06-11,1.0,TX,6.0,0,0,7.2,LD,no
14770,1973-06-12,1.0,TX,4.0,0,0,2.7,LD,no
14771,1973-06-12,1.0,TX,4.0,0,0,7.1,LD,no
14772,1973-06-12,1.0,IN,4.0,0,0,0.1,LD,no
14773,1973-06-12,1.0,IN,1.0,0,0,0.1,LD,no
14774,1973-06-12,1.0,IN,3.0,0,0,0.1,LD,no
14775,1973-06-12,1.0,IN,4.0,0,0,0.1,LD,no
14776,1973-06-12,1.0,ME,4.0,0,0,1.0,LD,no
14777,1973-06-12,1.0,IN,4.0,0,0,4.6,LD,no
14781,1973-06-12,2.0,CT,1.0,0,0,1.5,LD,no
14782,1973-06-12,1.0,IL,4.0,0,0,5.2,LD,no
14784,1973-06-13,1.0,TX,3.0,0,0,0.1,LD,no
14785,1973-06-13,1.0,TX,3.0,0,0,7.8,LD,no
14786,1973-06-13,1.0,TX,3.0,0,0,7.8,LD,no
14792,1973-06-15,3.0,ND,5.0,0,0,0.1,LD,no
14793,1973-06-15,1.0,SD,3.0,0,0,1.0,LD,no
14795,1973-06-15,1.0,ND,0.0,0,0,0.1,LD,no
14797,1973-06-16,1.0,IN,5.0,0,0,1.0,LD,no
14801,1973-06-16,2.0,MO,6.0,14,0,6.0,LD,no
14802,1973-06-16,2.0,MD,4.0,4,0,0.1,LD,no
14804,1973-06-16,1.0,MD,3.0,0,0,0.1,LD,no
14805,1973-06-16,1.0,ND,0.0,0,0,0.1,LD,no
14806,1973-06-16,1.0,ND,0.0,0,0,0.1,LD,no
14807,1973-06-16,1.0,OK,4.0,2,0,30.9,LD,no
14809,1973-06-16,1.0,MI,4.0,0,0,2.5,LD,no
14810,1973-06-16,3.0,ND,5.0,0,0,0.1,LD,no
14811,1973-06-16,1.0,IL,0.0,0,0,0.1,LD,no
14812,1973-06-16,1.0,IL,0.0,0,0,0.1,LD,no
14814,1973-06-16,1.0,IN,4.0,0,0,0.1,LD,no
14815,1973-06-16,1.0,OK,3.0,0,0,0.1,LD,no
14816,1973-06-16,1.0,IA,5.0,0,0,0.5,LD,no
14820,1973-06-16,1.0,MN,5.0,0,0,5.2,LD,no
14822,1973-06-17,2.0,IN,4.0,0,0,0.3,LD,no
14824,1973-06-17,1.0,AL,0.0,0,0,0.1,LD,no
14825,1973-06-17,1.0,SD,4.0,0,0,0.1,LD,no
14826,1973-06-17,1.0,NC,3.0,2,0,0.1,LD,no
14827,1973-06-18,2.0,NE,5.0,0,0,16.2,LD,no
14828,1973-06-18,2.0,IA,5.0,10,2,2.0,LD,no
14829,1973-06-18,2.0,IA,5.0,5,0,1.0,LD,no
14831,1973-06-18,1.0,MN,5.0,0,0,3.6,LD,no
14832,1973-06-18,1.0,WI,4.0,0,0,2.0,LD,no
14836,1973-06-18,3.0,OK,5.0,0,0,2.5,LD,no
14837,1973-06-18,3.0,OK,5.0,0,0,16.8,LD,no
14838,1973-06-18,2.0,OK,2.0,0,0,0.5,LD,no
14839,1973-06-18,2.0,OK,1.0,0,0,0.5,LD,no
14840,1973-06-18,1.0,OK,1.0,0,0,0.5,LD,no
14841,1973-06-18,2.0,OK,5.0,0,0,0.5,LD,no
14842,1973-06-18,3.0,OK,5.0,29,0,3.3,LD,no
14844,1973-06-18,1.0,OK,3.0,1,0,3.8,LD,no
14845,1973-06-18,1.0,IL,0.0,0,0,0.1,LD,no
14847,1973-06-19,1.0,MO,5.0,1,0,1.0,LD,no
14848,1973-06-19,2.0,IN,4.0,0,0,4.1,LD,no
14849,1973-06-19,2.0,TX,5.0,0,0,0.3,LD,no
14851,1973-06-20,1.0,TX,4.0,0,0,0.2,LD,no
14854,1973-06-20,1.0,KY,4.0,0,0,1.0,LD,no
14855,1973-06-20,1.0,IN,4.0,0,0,0.1,LD,no
14856,1973-06-20,1.0,KY,3.0,0,0,0.6,LD,no
14858,1973-06-22,1.0,VT,0.0,0,0,0.1,LD,no
14860,1973-06-24,1.0,IN,3.0,0,0,0.1,LD,no
14861,1973-06-24,1.0,IN,4.0,0,0,0.1,LD,no
14862,1973-06-24,2.0,SD,4.0,1,1,0.1,LD,no
14863,1973-06-25,1.0,SD,3.0,1,0,0.1,LD,no
14864,1973-06-25,3.0,MN,6.0,2,0,10.0,LD,no
14869,1973-06-26,1.0,IN,4.0,0,0,1.0,LD,no
14870,1973-06-26,1.0,IN,5.0,0,0,3.8,LD,no
14871,1973-06-26,1.0,IN,4.0,0,0,2.0,LD,no
14873,1973-06-26,1.0,IN,4.0,0,0,0.1,LD,no
14875,1973-06-26,2.0,MI,5.0,0,0,0.2,LD,no
