,date,mag,st,loss,inj,fat,len,MD,Fatalities
490,1952-02-13,1.0,MS,4.0,1,0,0.1,LD,no
491,1952-02-13,3.0,TN,5.0,2,0,7.4,LD,no
492,1952-02-13,1.0,MS,0.0,2,0,0.1,LD,no
493,1952-02-13,4.0,TN,5.0,44,3,12.7,LD,no
494,1952-02-13,3.0,TN,5.0,2,0,5.1,LD,no
495,1952-02-19,2.0,LA,4.0,5,0,0.5,LD,no
496,1952-02-20,2.0,FL,4.0,4,0,1.5,LD,no
497,1952-02-26,1.0,FL,3.0,0,0,1.5,LD,no
498,1952-02-29,1.0,TN,4.0,166,3,0.1,LD,yes
499,1952-02-29,4.0,TN,6.0,150,2,2.0,LD,yes
500,1952-02-29,2.0,TN,4.0,0,0,1.0,LD,no
501,1952-02-29,3.0,AL,0.0,12,0,3.3,LD,no
502,1952-02-29,2.0,TN,5.0,0,0,15.3,LD,no
503,1952-02-29,2.0,GA,4.0,0,0,7.8,LD,no
504,1952-02-29,2.0,GA,5.0,3,0,9.4,LD,no
505,1952-02-29,2.0,GA,4.0,5,0,0.2,LD,no
507,1952-03-03,1.0,AR,2.0,0,0,0.6,LD,no
508,1952-03-03,3.0,AL,4.0,6,0,3.3,LD,no
509,1952-03-03,3.0,GA,5.0,4,0,4.3,LD,no
510,1952-03-10,3.0,LA,5.0,0,0,50.9,LD,no
511,1952-03-13,1.0,GA,4.0,0,0,1.0,LD,no
512,1952-03-17,1.0,TX,4.0,0,0,0.1,LD,no
514,1952-03-18,2.0,MO,4.0,1,0,18.4,LD,no
515,1952-03-18,1.0,IL,4.0,1,0,3.0,LD,no
516,1952-03-18,2.0,IL,5.0,0,0,4.9,LD,no
517,1952-03-18,2.0,MO,4.0,0,0,6.2,LD,no
518,1952-03-21,4.0,AR,4.0,9,7,13.0,LD,no
519,1952-03-21,3.0,AR,4.0,0,0,17.7,LD,no
520,1952-03-21,4.0,AR,6.0,325,50,14.6,LD,yes
521,1952-03-21,2.0,AR,4.0,6,0,0.1,LD,no
522,1952-03-21,4.0,AR,5.0,6,2,7.6,LD,no
523,1952-03-21,3.0,AR,5.0,9,9,16.2,LD,no
524,1952-03-21,2.0,AR,5.0,15,5,13.3,LD,no
526,1952-03-21,3.0,AR,4.0,0,0,17.6,LD,no
527,1952-03-21,4.0,AR,6.0,180,29,13.1,LD,yes
528,1952-03-21,3.0,AR,3.0,6,0,28.5,LD,no
529,1952-03-21,4.0,TN,5.0,10,2,4.7,LD,no
530,1952-03-21,4.0,AR,5.0,5,4,0.1,LD,no
531,1952-03-21,3.0,AR,5.0,96,3,51.8,LD,no
532,1952-03-21,3.0,AR,5.0,5,1,9.4,LD,no
533,1952-03-21,3.0,AR,5.0,57,1,39.7,LD,no
534,1952-03-21,4.0,MO,6.0,100,17,6.5,LD,no
535,1952-03-21,3.0,TN,5.0,30,10,18.1,LD,no
536,1952-03-21,4.0,TN,5.0,5,4,2.0,LD,no
538,1952-03-21,4.0,MS,5.0,74,16,29.6,LD,no
539,1952-03-21,4.0,MS,5.0,24,9,10.9,LD,no
540,1952-03-21,4.0,TN,5.0,50,7,18.7,LD,no
541,1952-03-21,2.0,TN,4.0,2,2,0.1,LD,no
542,1952-03-21,3.0,TN,5.0,3,0,0.1,LD,no
543,1952-03-21,2.0,TN,5.0,8,1,0.1,LD,no
544,1952-03-21,3.0,TN,5.0,19,0,5.1,LD,no
545,1952-03-21,4.0,TN,6.0,157,38,46.8,LD,yes
546,1952-03-21,2.0,TN,4.0,0,0,0.3,LD,no
547,1952-03-22,3.0,KY,5.0,18,0,2.7,LD,no
548,1952-03-22,2.0,TN,4.0,10,3,0.5,LD,no
549,1952-03-22,1.0,TN,4.0,1,0,0.3,LD,no
550,1952-03-22,4.0,AL,4.0,50,4,21.6,LD,no
551,1952-04-03,2.0,TX,4.0,1,0,4.9,LD,no
552,1952-04-03,1.0,LA,4.0,0,0,2.0,LD,no
553,1952-04-04,3.0,LA,5.0,10,0,36.7,LD,no
554,1952-04-04,2.0,LA,5.0,33,4,20.4,LD,no
555,1952-04-04,2.0,LA,6.0,3,0,6.4,LD,no
556,1952-04-04,1.0,AL,4.0,2,0,0.2,LD,no
557,1952-04-04,1.0,FL,3.0,1,0,0.1,LD,no
558,1952-04-05,2.0,NC,4.0,0,0,6.9,LD,no
559,1952-04-05,2.0,VA,4.0,2,0,1.0,LD,no
560,1952-04-05,2.0,VA,5.0,0,0,4.9,LD,no
561,1952-04-05,1.0,MD,4.0,0,0,1.0,LD,no
562,1952-04-05,3.0,PA,6.0,4,0,17.5,LD,no
564,1952-04-05,1.0,MD,4.0,1,0,1.0,LD,no
566,1952-04-05,1.0,PA,3.0,0,0,1.0,LD,no
567,1952-04-05,1.0,NJ,3.0,0,0,0.2,LD,no
568,1952-04-08,1.0,KS,2.0,0,0,0.1,LD,no
570,1952-04-13,1.0,OH,5.0,4,0,0.1,LD,no
571,1952-04-18,1.0,TX,3.0,0,0,0.8,LD,no
572,1952-04-20,1.0,OK,4.0,0,0,0.1,LD,no
576,1952-04-21,4.0,TX,4.0,0,0,2.3,LD,no
579,1952-04-22,1.0,AR,1.0,0,0,0.3,LD,no
580,1952-04-22,1.0,AR,3.0,0,0,0.1,LD,no
583,1952-04-29,1.0,NE,0.0,0,0,1.0,LD,no
584,1952-04-30,2.0,OK,3.0,0,0,13.7,LD,no
585,1952-04-30,3.0,TX,5.0,6,0,0.5,LD,no
588,1952-05-06,2.0,NY,4.0,0,0,4.9,LD,no
589,1952-05-07,1.0,MO,2.0,0,0,1.5,LD,no
590,1952-05-08,1.0,WY,1.0,0,0,2.0,LD,no
591,1952-05-08,2.0,CO,4.0,1,0,2.5,LD,no
592,1952-05-08,1.0,NE,0.0,0,0,0.1,LD,no
593,1952-05-09,1.0,IN,5.0,0,0,15.6,LD,no
594,1952-05-10,1.0,AL,4.0,0,0,0.2,LD,no
595,1952-05-10,1.0,AL,4.0,0,0,0.2,LD,no
596,1952-05-10,1.0,AL,4.0,0,0,0.2,LD,no
597,1952-05-10,2.0,NC,0.0,6,0,0.1,LD,no
598,1952-05-10,3.0,SC,1.0,4,2,22.7,LD,no
599,1952-05-11,3.0,GA,6.0,10,0,4.3,LD,no
600,1952-05-13,1.0,NE,0.0,0,0,0.1,LD,no
601,1952-05-15,3.0,CO,4.0,5,0,7.4,LD,no
603,1952-05-20,2.0,NC,0.0,2,0,1.5,LD,no
605,1952-05-21,2.0,KS,4.0,0,0,0.2,LD,no
606,1952-05-22,4.0,KS,5.0,3,0,26.9,LD,no
607,1952-05-22,2.0,MO,5.0,1,0,1.3,LD,no
608,1952-05-22,1.0,OK,2.0,0,0,0.1,LD,no
609,1952-05-23,1.0,OK,3.0,0,0,0.1,LD,no
610,1952-05-23,1.0,OK,3.0,0,0,16.9,LD,no
611,1952-05-23,2.0,OK,5.0,1,0,0.3,LD,no
612,1952-05-23,2.0,OK,5.0,0,0,0.1,LD,no
614,1952-05-23,2.0,IA,0.0,0,0,0.1,LD,no
616,1952-05-23,1.0,TX,3.0,1,0,7.1,LD,no
617,1952-05-23,1.0,IA,0.0,0,0,0.1,LD,no
618,1952-05-24,1.0,OH,4.0,0,0,0.1,LD,no
619,1952-05-24,1.0,IL,4.0,0,0,0.1,LD,no
621,1952-05-30,2.0,FL,3.0,0,0,0.1,LD,no
622,1952-06-01,1.0,OK,3.0,0,0,0.1,LD,no
623,1952-06-02,2.0,IA,0.0,1,0,2.3,LD,no
624,1952-06-04,1.0,OK,3.0,0,0,0.1,LD,no
625,1952-06-04,2.0,AR,0.0,0,0,0.1,LD,no
626,1952-06-05,1.0,TX,1.0,0,0,13.8,LD,no
627,1952-06-10,3.0,ND,4.0,0,0,8.8,LD,no
628,1952-06-10,2.0,ND,4.0,0,0,10.1,LD,no
629,1952-06-12,1.0,SC,5.0,0,0,2.0,LD,no
630,1952-06-13,1.0,FL,3.0,0,0,2.5,LD,no
631,1952-06-15,1.0,OK,3.0,0,0,0.1,LD,no
632,1952-06-15,3.0,ND,4.0,1,0,1.7,LD,no
633,1952-06-15,1.0,NE,3.0,0,0,1.0,LD,no
635,1952-06-19,2.0,KS,4.0,0,0,3.3,LD,no
637,1952-06-21,1.0,OK,1.0,0,0,0.3,LD,no
638,1952-06-21,2.0,KS,4.0,0,0,24.9,LD,no
639,1952-06-23,2.0,MN,6.0,0,0,8.4,LD,no
640,1952-06-23,4.0,IA,6.0,4,0,24.1,LD,no
642,1952-06-23,2.0,MN,6.0,10,0,104.8,LD,no
643,1952-06-23,3.0,WI,6.0,6,2,18.2,LD,no
645,1952-06-24,2.0,MN,6.0,15,0,70.9,LD,no
646,1952-06-26,2.0,KS,4.0,0,0,12.0,LD,no
647,1952-06-26,2.0,CO,5.0,0,0,7.0,LD,no
648,1952-06-26,2.0,NE,0.0,0,0,2.7,LD,no
649,1952-06-27,2.0,KS,3.0,0,0,1.9,LD,no
650,1952-06-27,1.0,SD,4.0,0,0,0.1,LD,no
652,1952-06-28,1.0,SD,4.0,0,0,0.1,LD,no
653,1952-06-29,1.0,FL,3.0,0,0,0.1,LD,no
654,1952-06-29,2.0,OK,3.0,1,0,0.1,LD,no
655,1952-06-30,1.0,TN,3.0,0,0,0.3,LD,no
656,1952-07-01,3.0,ND,4.0,0,0,0.5,LD,no
657,1952-07-01,2.0,ND,4.0,0,0,9.7,LD,no
658,1952-07-01,4.0,ND,5.0,26,1,48.0,LD,no
659,1952-07-02,1.0,MN,4.0,0,0,4.1,LD,no
660,1952-07-02,1.0,IA,0.0,0,0,0.1,LD,no
661,1952-07-06,1.0,KS,0.0,0,0,11.9,LD,no
663,1952-07-06,2.0,KS,3.0,0,0,0.1,LD,no
664,1952-07-07,1.0,OK,0.0,0,0,3.6,LD,no
665,1952-07-09,2.0,ND,3.0,0,0,0.1,LD,no
666,1952-07-12,1.0,NE,0.0,0,0,27.6,LD,no
667,1952-07-13,1.0,OK,2.0,0,0,1.0,LD,no
668,1952-07-13,1.0,OK,3.0,0,0,0.1,LD,no
669,1952-07-16,2.0,AR,4.0,0,0,1.1,LD,no
670,1952-07-16,2.0,AR,0.0,0,0,1.1,LD,no
671,1952-07-16,1.0,OK,4.0,0,0,0.1,LD,no
672,1952-07-16,2.0,MN,4.0,0,0,9.4,LD,no
673,1952-07-17,1.0,MO,4.0,0,0,0.2,LD,no
674,1952-07-17,1.0,IL,3.0,0,0,0.1,LD,no
675,1952-07-19,2.0,PA,3.0,0,0,5.6,LD,no
676,1952-07-19,3.0,MT,5.0,0,0,55.5,LD,no
677,1952-07-19,3.0,MT,5.0,2,1,16.4,LD,no
678,1952-07-19,3.0,MT,5.0,2,1,9.1,LD,no
679,1952-07-19,3.0,ND,3.0,0,0,7.3,LD,no
680,1952-07-23,2.0,NC,4.0,0,0,0.1,LD,no
681,1952-07-23,2.0,PA,4.0,4,0,0.1,LD,no
682,1952-07-24,2.0,ND,5.0,0,0,7.3,LD,no
683,1952-07-27,2.0,MN,4.0,4,0,1.5,LD,no
684,1952-07-29,1.0,MS,4.0,0,0,0.1,LD,no
685,1952-08-03,2.0,MS,4.0,0,0,0.3,LD,no
686,1952-08-07,3.0,KS,0.0,0,0,4.7,LD,no
687,1952-08-07,1.0,KS,0.0,0,0,0.1,LD,no
688,1952-08-10,1.0,NJ,4.0,0,0,39.3,LD,no
689,1952-08-12,1.0,TX,4.0,0,0,0.7,LD,no
690,1952-08-13,3.0,NE,0.0,1,0,44.4,LD,no
691,1952-08-13,4.0,NE,5.0,20,0,26.7,LD,no
692,1952-08-14,2.0,KS,4.0,0,0,1.5,LD,no
693,1952-08-15,2.0,OK,4.0,0,0,5.1,LD,no
694,1952-08-16,1.0,FL,3.0,0,0,0.2,LD,no
695,1952-08-16,1.0,PA,3.0,0,0,0.5,LD,no
696,1952-08-21,2.0,MO,7.0,13,1,1.3,LD,no
697,1952-08-27,1.0,MN,4.0,0,0,13.3,LD,no
698,1952-08-31,1.0,NC,4.0,0,0,0.1,LD,no
699,1952-08-31,1.0,VA,4.0,0,0,2.0,LD,no
700,1952-08-31,1.0,MD,4.0,0,0,0.1,LD,no
701,1952-09-17,3.0,NC,4.0,0,0,1.0,LD,no
703,1952-11-16,3.0,MO,4.0,2,0,21.6,LD,no
704,1952-11-17,1.0,KS,0.0,0,0,0.1,LD,no
706,1952-11-17,2.0,AR,4.0,2,0,39.2,LD,no
707,1952-11-19,2.0,NC,5.0,1,0,1.0,LD,no
708,1952-12-03,2.0,TX,4.0,4,0,13.3,LD,no
709,1952-12-09,3.0,KY,0.0,3,0,35.0,LD,no
710,1952-12-09,3.0,KY,0.0,3,0,33.7,LD,no
711,1952-12-09,3.0,IN,5.0,0,0,1.3,LD,no
713,1953-01-07,2.0,AR,3.0,2,0,4.5,LD,no
714,1953-01-08,1.0,AL,4.0,0,0,0.5,LD,no
715,1953-01-08,2.0,AL,3.0,0,0,3.0,LD,no
716,1953-01-08,2.0,SC,5.0,2,0,9.6,LD,no
717,1953-01-09,1.0,FL,4.0,0,0,0.5,LD,no
718,1953-01-09,2.0,FL,4.0,12,0,9.2,LD,no
719,1953-01-09,1.0,FL,2.0,0,0,0.1,LD,no
720,1953-01-20,3.0,AL,3.0,0,0,1.5,LD,no
721,1953-01-20,1.0,AL,4.0,1,0,0.1,LD,no
722,1953-01-20,2.0,TN,4.0,0,0,0.5,LD,no
723,1953-01-20,1.0,GA,4.0,1,0,0.4,LD,no
724,1953-01-20,1.0,GA,4.0,1,0,8.3,LD,no
725,1953-01-22,2.0,MS,5.0,1,0,45.2,LD,no
726,1953-01-23,3.0,AL,4.0,1,0,6.5,LD,no
727,1953-02-06,3.0,LA,6.0,21,2,15.6,LD,no
728,1953-02-19,1.0,TX,4.0,0,0,0.1,LD,no
729,1953-02-19,1.0,TX,4.0,0,0,0.1,LD,no
730,1953-02-19,1.0,OK,3.0,0,0,1.3,LD,no
731,1953-02-19,1.0,OK,3.0,0,0,0.5,LD,no
732,1953-02-19,1.0,OK,3.0,0,0,4.7,LD,no
733,1953-02-19,1.0,OK,2.0,0,0,0.1,LD,no
734,1953-02-20,1.0,AR,3.0,0,0,0.1,LD,no
735,1953-02-20,2.0,MS,4.0,2,0,1.0,LD,no
736,1953-02-20,1.0,MS,4.0,0,0,16.5,LD,no
737,1953-02-20,2.0,MS,3.0,1,0,14.2,LD,no
738,1953-02-20,1.0,MS,3.0,0,0,21.3,LD,no
739,1953-02-20,3.0,AL,4.0,8,1,0.1,LD,no
740,1953-02-20,2.0,AL,4.0,2,0,0.5,LD,no
741,1953-02-20,2.0,AL,4.0,1,0,0.7,LD,no
742,1953-02-20,2.0,AL,4.0,6,0,7.1,LD,no
743,1953-03-12,2.0,TX,4.0,2,0,2.0,LD,no
744,1953-03-13,4.0,TX,6.0,25,17,13.9,LD,no
745,1953-03-13,2.0,OK,4.0,1,0,23.6,LD,no
746,1953-03-13,3.0,OK,5.0,8,1,1.0,LD,no
747,1953-03-13,2.0,OK,5.0,2,0,2.0,LD,no
748,1953-03-13,2.0,OK,3.0,0,0,1.3,LD,no
749,1953-03-13,3.0,OK,4.0,11,2,45.3,LD,no
750,1953-03-13,2.0,OK,3.0,0,0,0.1,LD,no
751,1953-03-14,3.0,AR,5.0,0,0,40.1,LD,no
752,1953-03-14,2.0,AR,5.0,0,0,36.2,LD,no
753,1953-03-14,3.0,AR,3.0,7,0,12.2,LD,no
754,1953-03-14,2.0,MS,4.0,0,1,3.3,LD,no
755,1953-03-14,1.0,MO,4.0,1,0,0.2,LD,no
756,1953-03-14,2.0,TN,4.0,8,0,24.8,LD,no
757,1953-03-14,2.0,TN,4.0,2,0,24.0,LD,no
758,1953-03-14,1.0,TN,4.0,0,0,0.2,LD,no
759,1953-03-14,1.0,TN,4.0,0,0,0.2,LD,no
760,1953-03-14,3.0,TN,4.0,3,0,24.7,LD,no
761,1953-03-14,2.0,IL,5.0,0,0,42.3,LD,no
762,1953-03-14,2.0,TN,4.0,1,0,0.3,LD,no
764,1953-03-14,1.0,IN,1.0,0,0,0.1,LD,no
765,1953-03-15,3.0,NC,5.0,1,0,30.1,LD,no
766,1953-03-18,2.0,AL,3.0,2,0,0.1,LD,no
767,1953-03-18,2.0,IN,4.0,0,0,1.9,LD,no
768,1953-03-18,1.0,IN,4.0,0,0,3.3,LD,no
769,1953-03-21,1.0,IA,3.0,2,0,0.1,LD,no
770,1953-03-21,1.0,IA,4.0,0,0,10.9,LD,no
771,1953-03-21,1.0,MS,4.0,0,0,9.0,LD,no
772,1953-03-21,3.0,IA,5.0,0,0,31.8,LD,no
773,1953-03-21,2.0,MN,5.0,3,1,0.1,LD,no
774,1953-03-21,2.0,IA,4.0,0,0,11.7,LD,no
775,1953-03-22,2.0,LA,0.0,0,0,0.0,LD,no
776,1953-03-22,2.0,LA,6.0,22,2,234.7,LD,no
777,1953-03-22,2.0,LA,6.0,22,2,159.2,LD,no
778,1953-03-22,1.0,MS,0.0,0,0,0.0,LD,no
779,1953-03-22,1.0,MS,0.0,1,0,101.3,LD,no
780,1953-03-22,2.0,TN,5.0,0,0,30.1,LD,no
781,1953-03-22,2.0,MS,3.0,0,0,75.5,LD,no
782,1953-03-22,2.0,AL,3.0,0,0,1.0,LD,no
783,1953-03-29,1.0,OK,3.0,0,0,1.0,LD,no
785,1953-03-31,1.0,MO,3.0,0,0,0.2,LD,no
786,1953-03-31,1.0,MO,3.0,0,0,3.0,LD,no
788,1953-04-04,2.0,MS,4.0,0,0,0.1,LD,no
789,1953-04-06,2.0,FL,2.0,0,0,0.1,LD,no
790,1953-04-06,3.0,AL,3.0,12,0,0.5,LD,no
791,1953-04-09,1.0,KS,0.0,0,0,0.4,LD,no
792,1953-04-09,2.0,IL,4.0,3,0,6.5,LD,no
793,1953-04-09,3.0,IL,7.0,22,3,156.7,LD,no
794,1953-04-09,3.0,IL,7.0,10,1,37.0,LD,no
795,1953-04-09,3.0,IN,0.0,0,0,0.0,LD,no
796,1953-04-09,3.0,IN,6.0,12,2,119.7,LD,no
797,1953-04-12,1.0,AL,4.0,0,0,0.5,LD,no
798,1953-04-12,2.0,FL,3.0,0,0,0.1,LD,no
799,1953-04-13,1.0,FL,3.0,1,0,2.0,LD,no
800,1953-04-14,1.0,MS,4.0,0,0,0.1,LD,no
801,1953-04-14,2.0,OK,5.0,0,0,16.2,LD,no
802,1953-04-14,2.0,OK,3.0,0,0,0.3,LD,no
803,1953-04-15,1.0,OH,4.0,0,0,2.0,LD,no
804,1953-04-15,1.0,TN,4.0,8,0,0.5,LD,no
805,1953-04-15,1.0,TN,4.0,1,0,1.0,LD,no
806,1953-04-15,1.0,TN,5.0,2,0,1.5,LD,no
807,1953-04-15,1.0,TN,4.0,1,0,0.5,LD,no
808,1953-04-16,2.0,NC,4.0,0,0,2.0,LD,no
809,1953-04-18,3.0,AL,7.0,495,8,39.8,LD,yes
810,1953-04-18,3.0,AL,6.0,195,6,34.7,LD,yes
811,1953-04-18,2.0,GA,5.0,1,0,1.0,LD,no
812,1953-04-18,2.0,GA,5.0,2,0,0.2,LD,no
813,1953-04-18,3.0,GA,7.0,300,2,5.1,LD,yes
814,1953-04-23,2.0,OK,4.0,4,1,1.5,LD,no
815,1953-04-23,3.0,AR,3.0,0,0,0.1,LD,no
816,1953-04-23,2.0,OK,5.0,1,0,1.0,LD,no
817,1953-04-23,1.0,OK,3.0,0,0,0.1,LD,no
818,1953-04-23,2.0,OK,1.0,14,1,0.8,LD,no
819,1953-04-24,2.0,AR,4.0,0,0,1.0,LD,no
820,1953-04-24,2.0,MS,4.0,0,0,96.7,LD,no
821,1953-04-24,1.0,IA,0.0,0,0,0.1,LD,no
822,1953-04-27,2.0,CA,3.0,0,0,0.1,LD,no
824,1953-04-28,1.0,OK,2.0,0,0,0.1,LD,no
826,1953-04-28,3.0,TX,4.0,3,0,0.5,LD,no
827,1953-04-28,1.0,NE,2.0,0,0,0.1,LD,no
828,1953-04-28,3.0,TX,5.0,5,1,4.9,LD,no
829,1953-04-28,4.0,TX,0.0,15,2,1.0,LD,no
830,1953-04-29,2.0,LA,3.0,0,0,11.5,LD,no
831,1953-04-30,2.0,GA,4.0,3,0,0.3,LD,no
832,1953-04-30,1.0,GA,4.0,5,0,1.0,LD,no
833,1953-04-30,4.0,GA,7.0,300,18,1.0,LD,yes
834,1953-04-30,2.0,GA,4.0,3,1,0.5,LD,no
835,1953-04-30,3.0,GA,5.0,2,1,2.0,LD,no
836,1953-04-30,2.0,GA,5.0,0,0,5.6,LD,no
838,1953-04-30,1.0,NC,4.0,0,0,0.1,LD,no
839,1953-05-01,2.0,AL,4.0,2,0,1.5,LD,no
840,1953-05-01,4.0,AL,5.0,12,7,12.1,LD,no
841,1953-05-01,1.0,AL,3.0,0,0,0.1,LD,no
842,1953-05-01,4.0,AL,4.0,3,2,0.1,LD,no
843,1953-05-02,2.0,TN,3.0,0,0,0.8,LD,no
844,1953-05-02,4.0,TN,5.0,8,4,4.2,LD,no
845,1953-05-02,1.0,LA,5.0,0,0,1.0,LD,no
846,1953-05-02,2.0,VA,4.0,0,0,2.0,LD,no
847,1953-05-04,2.0,MS,4.0,1,0,1.5,LD,no
848,1953-05-04,2.0,MS,4.0,0,0,8.8,LD,no
849,1953-05-04,1.0,MS,4.0,0,0,6.2,LD,no
850,1953-05-04,2.0,MS,4.0,2,0,9.6,LD,no
851,1953-05-04,1.0,AL,3.0,2,0,0.2,LD,no
853,1953-05-09,1.0,SD,4.0,0,0,1.9,LD,no
854,1953-05-09,1.0,SD,4.0,0,0,6.8,LD,no
855,1953-05-09,1.0,NE,4.0,0,0,1.5,LD,no
856,1953-05-09,3.0,KS,4.0,0,0,13.5,LD,no
857,1953-05-09,3.0,NE,6.0,82,5,46.9,LD,no
858,1953-05-09,2.0,NE,3.0,0,0,1.5,LD,no
859,1953-05-10,1.0,OK,3.0,0,0,3.6,LD,no
860,1953-05-10,1.0,NE,3.0,0,0,0.1,LD,no
861,1953-05-10,1.0,OK,3.0,0,0,0.1,LD,no
862,1953-05-10,1.0,OK,3.0,0,0,0.1,LD,no
863,1953-05-10,1.0,OK,2.0,0,0,0.1,LD,no
864,1953-05-10,1.0,KS,4.0,0,0,42.5,LD,no
865,1953-05-10,2.0,KS,4.0,0,0,37.5,LD,no
866,1953-05-10,2.0,OK,4.0,0,0,38.8,LD,no
867,1953-05-10,2.0,OK,0.0,0,0,1.3,LD,no
868,1953-05-10,3.0,KS,4.0,0,0,52.2,LD,no
869,1953-05-10,1.0,KS,0.0,0,0,6.9,LD,no
870,1953-05-10,1.0,KS,2.0,0,0,0.5,LD,no
871,1953-05-10,1.0,NE,3.0,0,0,9.7,LD,no
872,1953-05-10,2.0,AR,0.0,0,0,2.3,LD,no
874,1953-05-10,1.0,MO,4.0,0,0,0.2,LD,no
875,1953-05-10,4.0,IA,4.0,0,0,6.4,LD,no
876,1953-05-10,2.0,MN,5.0,0,0,17.0,LD,no
877,1953-05-10,4.0,IA,5.0,3,0,26.6,LD,no
878,1953-05-10,2.0,IA,4.0,0,0,0.1,LD,no
879,1953-05-10,2.0,MN,3.0,3,6,6.9,LD,no
880,1953-05-10,4.0,IA,0.0,24,2,162.0,LD,no
881,1953-05-10,4.0,IA,0.0,2,0,1.9,LD,no
882,1953-05-10,4.0,MN,6.0,17,2,46.4,LD,no
883,1953-05-10,3.0,IA,5.0,0,0,6.6,LD,no
884,1953-05-10,4.0,WI,0.0,0,0,0.0,LD,no
885,1953-05-10,4.0,WI,6.0,5,0,113.7,LD,no
886,1953-05-10,2.0,WI,0.0,0,0,0.0,LD,no
887,1953-05-10,2.0,WI,6.0,27,4,105.7,LD,no
888,1953-05-11,4.0,TX,6.0,159,13,9.9,LD,yes
889,1953-05-11,1.0,OK,0.0,0,0,0.1,LD,no
890,1953-05-11,5.0,TX,7.0,597,114,20.9,MD,yes
891,1953-05-11,1.0,OK,2.0,0,0,2.0,LD,no
892,1953-05-11,2.0,TX,4.0,0,0,9.5,LD,no
893,1953-05-14,1.0,TN,3.0,0,0,0.1,LD,no
894,1953-05-14,2.0,MS,0.0,1,0,18.7,LD,no
895,1953-05-16,2.0,LA,5.0,3,0,21.7,LD,no
896,1953-05-16,3.0,TX,0.0,8,1,5.2,LD,no
897,1953-05-16,1.0,KS,3.0,0,0,2.5,LD,no
899,1953-05-16,2.0,LA,5.0,0,0,28.5,LD,no
900,1953-05-16,2.0,LA,5.0,2,0,22.5,LD,no
901,1953-05-17,1.0,VA,3.0,0,0,5.9,LD,no
902,1953-05-17,3.0,LA,5.0,17,0,41.6,LD,no
904,1953-05-17,2.0,MI,3.0,0,0,6.4,LD,no
905,1953-05-17,2.0,VA,4.0,0,0,1.0,LD,no
906,1953-05-18,2.0,LA,4.0,1,0,0.5,LD,no
907,1953-05-18,1.0,LA,4.0,0,0,2.0,LD,no
909,1953-05-18,1.0,OK,0.0,0,0,0.1,LD,no
910,1953-05-19,2.0,CA,3.0,0,0,2.0,LD,no
912,1953-05-20,3.0,IA,0.0,0,0,0.0,LD,no
913,1953-05-20,3.0,IA,0.0,0,1,116.1,LD,no
914,1953-05-20,3.0,IA,0.0,7,0,38.6,LD,no
915,1953-05-21,4.0,MI,6.0,68,2,10.0,LD,no
916,1953-05-23,1.0,PA,3.0,0,0,0.5,LD,no
917,1953-05-24,1.0,IA,0.0,0,0,0.1,LD,no
918,1953-05-24,3.0,MT,4.0,0,0,9.3,LD,no
919,1953-05-26,1.0,MD,3.0,0,0,1.0,LD,no
920,1953-05-26,1.0,NE,3.0,0,0,0.1,LD,no
921,1953-05-27,1.0,KS,0.0,0,0,0.1,LD,no
922,1953-05-27,2.0,KS,0.0,0,0,0.1,LD,no
923,1953-05-27,1.0,KS,4.0,0,0,0.1,LD,no
924,1953-05-28,2.0,WY,3.0,0,0,38.2,LD,no
926,1953-05-28,1.0,KS,4.0,0,0,0.1,LD,no
927,1953-05-29,1.0,WY,0.0,0,0,0.2,LD,no
928,1953-05-29,2.0,KS,0.0,0,0,0.1,LD,no
929,1953-05-29,2.0,SD,5.0,2,0,0.5,LD,no
930,1953-05-29,5.0,ND,5.0,20,2,14.8,MD,no
931,1953-05-29,2.0,ND,3.0,0,0,0.1,LD,no
932,1953-05-29,1.0,SD,4.0,0,0,0.1,LD,no
933,1953-05-29,2.0,SD,4.0,0,0,1.9,LD,no
934,1953-05-29,1.0,NE,0.0,0,0,0.1,LD,no
935,1953-05-29,2.0,ND,4.0,0,0,3.6,LD,no
937,1953-05-30,2.0,ND,4.0,0,0,5.4,LD,no
938,1953-05-30,2.0,PA,4.0,0,0,1.9,LD,no
939,1953-05-31,1.0,SC,3.0,0,0,4.3,LD,no
940,1953-05-31,1.0,TX,0.0,0,0,0.1,LD,no
941,1953-06-01,1.0,SC,4.0,0,0,3.0,LD,no
942,1953-06-02,2.0,NE,0.0,0,0,80.0,LD,no
943,1953-06-02,2.0,NE,3.0,0,0,15.0,LD,no
944,1953-06-02,2.0,SD,4.0,0,0,5.9,LD,no
945,1953-06-04,1.0,FL,1.0,0,0,0.1,LD,no
950,1953-06-05,1.0,OK,1.0,0,0,0.4,LD,no
954,1953-06-05,2.0,MI,4.0,0,0,5.6,LD,no
955,1953-06-05,3.0,NE,4.0,0,0,9.8,LD,no
956,1953-06-05,1.0,OK,3.0,0,0,2.0,LD,no
957,1953-06-05,3.0,OK,4.0,0,0,16.9,LD,no
958,1953-06-05,2.0,OK,4.0,0,0,0.1,LD,no
959,1953-06-06,1.0,ME,2.0,1,0,0.2,LD,no
961,1953-06-07,1.0,KS,4.0,0,0,0.1,LD,no
962,1953-06-07,2.0,KS,4.0,0,0,0.1,LD,no
964,1953-06-07,1.0,CO,3.0,0,0,0.1,LD,no
965,1953-06-07,1.0,CO,0.0,0,0,0.1,LD,no
